"","name","add","BD_lon","BD_lat","WGS_lon","WGS_lat"
"132","得荣县第二完小","四川省甘孜藏族自治州得荣县",99.422927,28.935214,99.4150672326418,28.9325358168348
"133","炉霍县泥巴乡汇日小学校","317国道西50米",100.697892,31.521456,100.69018780102,31.5175156002282
"134","乡城县沙贡乡中心校","217省道附近",99.918741,29.132333,99.9112104995553,29.1298133104065
"135","茨巫乡绒都村小","茨巫乡V09县道西50米",99.338594,28.965116,99.3309658569539,28.9621693244776
"136","丹巴县墨尔多山镇中心小学校","四川省甘孜藏族自治州丹巴县东谷镇小学校",101.759337,30.793623,101.751203452545,30.7898919227801
"137","德格县年古乡中心校","竹庆镇",99.361325,32.166799,99.3536467438641,32.1627315376593
"138","炉霍县雅德乡中心校","四川省甘孜藏族自治州炉霍县雅德乡中心校(炉霍县雅德乡政府东南)",100.567444,31.469447,100.559890750093,31.465547273312
"139","新龙县通宵乡中心小学校","通宵乡觉然村农民体育健身场地附近",100.081933,30.893376,100.074079538308,30.8894274328861
"140","康定市贡嘎山中心校","甘孜藏族自治州康定市",101.551377,29.476596,101.543348696959,29.4734499626671
"141","巴塘县团结寄宿制学校","巴塘县独角龙村121号西南方向200米",99.13287,30.023886,99.1253736698371,30.0201815744475
"142","康中附小","炉城镇炉城南路46号",101.96725,30.030894,101.95917875441,30.0278589929784
"143","德荣玛乡中心小学校","德荣马乡",97.980122,33.074174,97.9731721604143,33.0706310579539
"144","康定中学","四川省甘孜藏族自治州康定市康中巷122号",101.966757,30.029125,101.95868549189,30.0260982454428
"145","磨西中学","情海路与磨西古街交叉口东南100米",102.128837,29.652566,102.120640729956,29.6488286726065
"146","四川省稻城县中学校","金珠镇贡巴路二段82号",100.313987,29.044735,100.306313123367,29.0415582575864
"147","色达中学","色柯镇金马大道东路24号",100.346214,32.274386,100.338362431887,32.2704826876442
"148","四川省泸定中学(得志街店)","得志街17",102.229207,29.900848,102.221169643588,29.8973505021991
"149","四川省泸定中学(火炬路)","火炬路1号",102.232264,29.908689,102.224236693364,29.9051569688751
"150","四川省甘孜州道孚中学","四川省甘孜藏族自治州道孚县富民路",101.153216,30.969377,101.144998149497,30.9654609530333
"151","甘孜州职业技术学校","新城大坝教育园区",102.222657,29.869375,102.21461193367,29.8659716867305
"152","炉霍县中学","甘孜藏族自治州炉霍县灵龙路与望果大道交叉路口东北侧(霍尔广场西北侧约100米)",100.681745,31.405016,100.674102275785,31.4010850283138
"153","康定市民族中学","西大街162号",101.971928,30.063836,101.963880967262,30.0607247011565
"154","康定市第三中学","甘孜藏族自治州康定市211省道东100米",102.182605,30.116076,102.174343490357,30.1130009150092
"155","九龙县中学","呷尔镇文化路2号",101.516299,29.0024,101.508236120792,28.9993015161767
"156","白玉中学","亚通路上段33号",98.835302,31.212685,98.8281847596954,31.2094059228229
"157","四川省理塘县中学校","幸福东路210",100.279789,29.995225,100.272013536777,29.9921855231219
"158","九龙县沙坪职业中学","九龙县乌拉溪镇沙坪中学旁正南方向60米",101.652679,28.649668,101.644771342174,28.6469077831889
"159","丹巴中学","四川省甘孜藏族自治州丹巴县G350(中国熊猫大道)",101.864847,30.865254,101.85683605318,30.861775483753
"160","泸定县第二中学校","甘孜藏族自治州泸定县",102.232731,29.774844,102.22471918171,29.7713190810225
"161","甘孜藏族自治州康北民族高级中学","甘孜藏族自治州甘孜县东大街121号",99.999797,31.63129,99.992057571672,31.62761724765
"162","康南民族高级中学","康安路5",99.109308,30.010598,99.1017968501445,30.006978102722
"163","丹巴县第二初级中学","001乡道东50米",101.886545,30.910812,101.878645987412,30.907165550849
"164","康定市藏文中学","甘孜藏族自治州康定市新都桥",101.501665,30.048019,101.493436695179,30.0446333208941
"165","德格县中学","四川省甘孜藏族自治州德格县茶马上街66号",98.588273,31.821075,98.5813937621236,31.8178370172254
"166","乡城中学","甘孜藏族自治州乡城县香巴拉北路119号",99.804285,28.940243,99.7965845916846,28.9376604252431
"167","雅江县中学","雅江县城东新区108号",101.020403,30.032229,101.012349124619,30.0288510551782
"168","炉霍县藏文中学","四川省甘孜藏族自治州炉霍县G317(成那线)",100.315896,31.640921,100.308166791379,31.6368578957802
"169","四川省甘孜卫生学校","姑咱镇鱼通路117号",102.184085,30.121055,102.17582112571,30.1179852421338
"170","四川省丹巴县半扇门中学校","四川省甘孜藏族自治州丹巴县半扇门中学",102.061658,31.00053,102.053240925781,30.9971097288917
"171","雅江县呷拉镇初级中学","四川省甘孜藏族自治州雅江县",101.015023,30.111152,101.006995242725,30.1078851844474
"172","新龙县中学","沿江西路北段11",100.318802,30.9516,100.311091553474,30.9477471976754
"173","甘孜县民族中学","四川省甘孜藏族自治州甘孜县东大街128号",99.999273,31.63493,99.9915412047777,31.631251826625
"174","道孚县第二中学","四川省甘孜藏族自治州道孚县G350(中国熊猫大道)",101.48429,30.491336,101.475921295067,30.4881238917815
"175","炉霍县职业技术教育中学","317国道炉霍县藏文中学附近",100.316225,31.641026,100.308496009113,31.6369596464206
"176","九龙县高级中学","甘孜藏族自治州九龙县绵九街与沿河路交叉路口向西北约150米",101.509686,29.01163,101.501585448863,29.0085735639089
"177","河口九年一贯制学校","博美乡217省道东50米",100.170469,30.848315,100.162580218949,30.8448386712405
"178","道孚一中","鲜水东路116",101.131911,30.982368,101.123566853663,30.9787176047825
"179","四川省得荣县中学校","甘孜藏族自治州得荣县河东下街20号",99.295421,28.71201,99.2878300042263,28.7096002731983
"180","甘孜民族师范学校","四川省甘孜藏族自治州甘孜县东大街115号",99.999603,31.631254,99.9918651554929,31.6275788105057
"181","丹巴县二中","三岔河北路77号",101.907481,30.883139,101.89952921172,30.8796789011513
"182","甘孜藏族自治州中小学教育教学研究室","子耳路2",101.970195,30.060672,101.962141488923,30.0575907114508
"183","竹巴龙中心校","318国道西50米",99.01998,29.78086,99.0127248029109,29.7773522518966
"184","白玉县阿察九年一贯制学校","四川省甘孜藏族自治州白玉县甘白路与001乡道交叉口西南100米",99.584442,31.046929,99.5770097777318,31.0434272978157
"185","炉霍县仁达乡中心校","303省道与Z003交叉口北50米",100.857703,31.215742,100.849818778793,31.2124771633839
"186","色达县杨各乡中心校","四川省甘孜藏族自治州色达县色色路杨各乡中心校",100.706179,31.934636,100.698390507746,31.9308108235889
"187","炉霍县朱倭乡中心校","甘孜藏族自治州炉霍县317国道西200米",100.315906,31.641273,100.308177033238,31.6372098836441
"188","康定中学实验小学","四川省甘孜藏族自治州康定市康中巷110号",101.967081,30.030659,101.95900952569,30.0276268004647
